k	mean_res_srk	mean_res_esrk	mean_res_hb_double_inexact	mean_res_hb_opt_beta	mean_res_hb_beta_0.1	mean_res_hb_beta_0.2	mean_res_hb_beta_0.3	mean_res_hb_beta_0.4	mean_res_hb_beta_0.5	mean_res_hb_beta_0.6	mean_res_hb_beta_0.7	mean_res_hb_beta_0.8	mean_res_hb_beta_0.9	mean_res_hb_beta_0.96
1	0.181283468861436	0.131536241113077	0.130961393741818	0.144237111322304	0.169076941660463	0.157206739320726	0.145865789908771	0.135864572755455	0.130514186056908	0.14076643556312
1001	0.0839400808179183	0.0519366216319313	0.0515578345927089	0.0546272299793861	0.0766933252470793	0.0694909054284874	0.0624114993370146	0.0557827756920748	0.0511510728569982	0.0548141163246298
2001	0.0502135086777895	0.0274395684556538	0.0270083049041396	0.028107714385771	0.044962747670272	0.0399692741110521	0.0350250710063738	0.0302357158191831	0.0264130060018875	0.0266436320132553
3001	0.0334702232914985	0.0164442704832704	0.0160631406078062	0.0164572995281777	0.0296195310695744	0.0256877438998108	0.021901156873742	0.0182410514980094	0.0151897676922272	0.0145221426205991
4001	0.023875454085241	0.0106599519705496	0.0103842506852777	0.0105710249030684	0.0208051314315698	0.0177598429158763	0.0147937702324795	0.0119921321157814	0.00954740525173905	0.00861021027494607
5001	0.017535714076607	0.00720561338834358	0.00697360148367891	0.00693527416838085	0.0150369874475265	0.0126322041812841	0.0102966294423659	0.00814055585913781	0.0062957723288483	0.00536041342419295
6001	0.0133742943985589	0.0051058610844634	0.00489851109948055	0.00489169280086121	0.0113311440377932	0.00931883697752408	0.00748349283222121	0.00580033352878599	0.00432830922388329	0.00349523130377821
7001	0.010335246958026	0.00368662962047111	0.00351093697998232	0.00348348412092585	0.00863268875919307	0.00705452948143265	0.00557384030852721	0.00422873761078885	0.00308898357518237	0.00234933872346113
8001	0.00819792765490408	0.00267966481898253	0.00255610004496564	0.00254381320953015	0.00678336910755598	0.00545537960160173	0.004239108992572	0.00315741282913388	0.00222669059801652	0.00158474634219071
9001	0.00650545793678515	0.00195882538597567	0.00186236014257985	0.00186169508732589	0.00531334965372256	0.0042147409346726	0.00321521065791183	0.00235233491839331	0.00160128333088129	0.00110038337950562
10001	0.00531222272514595	0.00149636513612534	0.00142532114730514	0.0014267253388904	0.00430600332151942	0.00338014655939098	0.00256496132124927	0.00183508150701773	0.00120646962780304	0.000793915066261283
11001	0.00433015290367647	0.00113354657300767	0.00107748617984276	0.00107198646198453	0.0034661931930306	0.00269992493669251	0.00202196707575095	0.00140793748823607	0.000900168947451255	0.000570015600702282
12001	0.00358452524476153	0.000877286966857831	0.000828707391333119	0.000833064293494464	0.00284688382006236	0.0022018762998065	0.00161182473055784	0.00109852440721375	0.00069148119612891	0.00043095896345577
13001	0.00299857636693495	0.000689123581013105	0.000648368823276699	0.000650384988517869	0.00237853804879749	0.00181649781911967	0.00131005368576122	0.000874876592492049	0.000540972196229083	0.000324958566066195
14001	0.00249945390877048	0.000541431271862464	0.000510873343377661	0.000517210314094537	0.00196608794387507	0.00148483123485734	0.00105569459998907	0.000699037285607196	0.00042905425672312	0.000257099337372818
15001	0.00213849285827043	0.00043497627253458	0.000412078418352849	0.000418389333001561	0.00166296988109271	0.00124200086335488	0.000870852063744094	0.000571314689571908	0.000344408064962354	0.000202662717989219
16001	0.00182753075184529	0.000354195731277964	0.000335199192640016	0.000336150735591263	0.00141213405890737	0.00103950896332725	0.00072167038675646	0.00046911949382901	0.000279571308372364	0.000158324669673214
17001	0.00156146213484601	0.000290133191529135	0.000271756261174863	0.000270802077015881	0.00119267884613502	0.000869914117717857	0.00059915780435302	0.000386411637255827	0.000225929955848561	0.000128999103990722
18001	0.00133231572478112	0.000237161047172937	0.000222926964068694	0.000221613706325526	0.00100611155096497	0.000725642576074588	0.000495811407163789	0.000316537261770654	0.000185051859149099	0.00010414737105754
19001	0.00114282057557818	0.00019734609439919	0.000186699660796189	0.000184454089638211	0.000859373794227438	0.000620572039610682	0.000421180841385436	0.000265184826442078	0.000153548590260783	8.40162858528637e-05
20001	0.000984123163651043	0.000164885347932079	0.00015529361832234	0.000154297393153969	0.000735065881734193	0.000526514065873623	0.000356248148504766	0.000223917742418482	0.000129305039275829	7.06645088661757e-05
21001	0.000859602304130938	0.000138491533057818	0.000131653430813771	0.000129968652880764	0.000638126149544859	0.00045366226649376	0.000303481474507824	0.00018961572736598	0.000108883269851021	5.90366572637582e-05
22001	0.00074561133336541	0.000116509381423929	0.00011122433167613	0.000106449440195864	0.000551668683332615	0.000391157869630845	0.00026053902904768	0.000162198032090783	9.16738555603403e-05	4.89462098849228e-05
23001	0.000648968653798595	9.72586863005122e-05	9.29175931770779e-05	8.87804364618438e-05	0.000477418067818656	0.000336346941221265	0.000221390034768851	0.000136292123893911	7.67699490181322e-05	4.12670407805934e-05
24001	0.000573812335138872	8.39323997198032e-05	8.06243940240289e-05	7.55780624038403e-05	0.000420623897638772	0.000295283920564552	0.000194067938608508	0.000118414990953879	6.61956106821891e-05	3.49758561515797e-05
25001	0.000506406309994032	7.10906399617325e-05	6.75394496386373e-05	6.26860033410571e-05	0.000369597276593542	0.0002571810039091	0.000168207995831735	0.000101517436858011	5.61997944914996e-05	2.92422738506066e-05
26001	0.000445798441024715	6.15671534903502e-05	5.83682362688677e-05	5.45215017332619e-05	0.00032560107441195	0.000226120354622612	0.000147367329027782	8.8827394870343e-05	4.90907443958944e-05	2.55296075020695e-05
