k	min_res_srk	min_res_esrk	min_res_hb_double_inexact	min_res_hb_opt_beta	max_res_srk	max_res_esrk	max_res_hb_double_inexact	max_res_hb_opt_beta	median_res_srk	median_res_esrk	median_res_hb_double_inexact	median_res_hb_opt_beta	quant25_res_srk	quant25_res_esrk	quant25_res_hb_double_inexact	quant25_res_hb_opt_beta	quant75_res_srk	quant75_res_esrk	quant75_res_hb_double_inexact	quant75_res_hb_opt_beta
53001	9.53670831311872e-09	2.24615686424616e-11	8.50171382123081e-08	7.63186680328301e-08	0.000590364535093728	0.00011437255252184	0.000112024047131121	9.47564098629521e-05	4.3414937520361e-06	3.29497199762783e-08	2.17614837165431e-07	1.76412241276374e-07	4.7574029544866e-07	3.0908713346869e-09	1.21293696904784e-07	1.27747851114626e-07	3.22774513846389e-05	6.01411089671154e-07	1.00484638013222e-06	5.57115345161569e-07
54001	7.62312787686579e-09	1.55284166886286e-11	8.46188494291462e-08	9.37713385179591e-08	0.000577045807003545	0.000103505570126866	0.000100414585627237	8.57786939136102e-05	3.69660826721445e-06	2.67022073696042e-08	1.76468619812908e-07	1.5447727081854e-07	3.98888237585655e-07	2.40072600225796e-09	1.24093911861278e-07	1.22385947338535e-07	3.01293445328658e-05	4.94601436018384e-07	8.91262141394327e-07	5.97908344186331e-07
55001	5.66860168984245e-09	1.01718418504265e-11	8.6457450275148e-08	8.74062354928605e-08	0.000560013356946078	9.65320208032976e-05	9.65991265353393e-05	7.96899010357799e-05	3.11778757621575e-06	2.09678013266139e-08	1.77433222498921e-07	1.84889439018615e-07	3.23823962991386e-07	1.86930466467869e-09	1.28118148844857e-07	1.33986834165753e-07	2.69145868409407e-05	4.22873256220549e-07	6.09156747604136e-07	5.09126431721712e-07
56001	4.71696889676746e-09	7.91912944580112e-12	7.75171650317962e-08	8.96126226355144e-08	0.000551470783423551	9.34049943083803e-05	9.18799605894661e-05	7.59895989811637e-05	2.82113411674632e-06	1.66666546230601e-08	1.6858776194735e-07	1.51611289499183e-07	2.87322934527617e-07	1.49289002483493e-09	1.120001946933e-07	1.17989983941156e-07	2.48679702502105e-05	3.74065502225341e-07	6.39833454286521e-07	4.30244040228654e-07
57001	3.3247349528757e-09	4.801701984923e-12	8.16439253260912e-08	9.43395440532709e-08	0.000527609779654519	8.94026537525296e-05	9.05050009048381e-05	7.30277971698245e-05	2.43225905002843e-06	1.3559962105065e-08	1.53500721671187e-07	1.62244222195488e-07	2.41211155269068e-07	1.15806164513857e-09	1.09936501488826e-07	1.228618664199e-07	2.29947799769677e-05	3.15632730375456e-07	4.83974271887834e-07	3.91291547058144e-07
58001	2.46168887680051e-09	3.27932055373057e-12	8.49144564213532e-08	9.64188163556563e-08	0.000499428357832229	7.98135126316457e-05	7.93835021849762e-05	6.52868961351271e-05	2.03000551451132e-06	1.04835444455728e-08	1.4262554994608e-07	1.56990091863326e-07	2.02743439174472e-07	9.03041353749335e-10	1.12632820467669e-07	1.18760101866349e-07	2.0402405789877e-05	2.48702807880706e-07	3.6702463327587e-07	3.21179464562145e-07
59001	1.99442291103422e-09	2.27329571519001e-12	7.99110655868871e-08	9.3546896755119e-08	0.000490599041508219	8.01788953542682e-05	7.9455861890536e-05	6.67479802794551e-05	1.78114096002164e-06	8.58272249744119e-09	1.54414327674464e-07	1.39536828080794e-07	1.67530535346012e-07	6.97712917218156e-10	1.19808256156123e-07	1.22387748297948e-07	1.90199518388838e-05	2.22804450605597e-07	3.18729241655853e-07	2.68723400590032e-07
60001	1.63023253887657e-09	1.74429087816021e-12	8.83153442198293e-08	7.75240996736855e-08	0.000460497949495435	7.31039070624431e-05	7.37483173675476e-05	5.9922013593126e-05	1.5596920345257e-06	6.67486464129414e-09	1.51497424738063e-07	1.49915929278933e-07	1.41316744733362e-07	5.08448599676997e-10	1.14143637771787e-07	1.15955674468515e-07	1.67362762527296e-05	1.83561370834388e-07	3.26183402740001e-07	2.26708419066729e-07
61001	1.18347847442308e-09	1.10631930753759e-12	9.11783393492535e-08	8.49384065185887e-08	0.000461275989869014	7.06566457833802e-05	6.99693013302729e-05	5.95062781644704e-05	1.32796185043521e-06	5.4032785795502e-09	1.50640683814473e-07	1.57550956869782e-07	1.23064810086738e-07	4.0434081368966e-10	1.2600356952263e-07	1.21331270379885e-07	1.52782002883548e-05	1.5016292699281e-07	2.87562465477931e-07	3.3306382132257e-07
62001	9.13807079690231e-10	7.55399184909862e-13	8.79408686198133e-08	9.0856958033941e-08	0.000442255955080353	6.90003846162216e-05	6.86714064055088e-05	5.78836723402395e-05	1.13581807200223e-06	4.47230956858989e-09	1.30810608465483e-07	1.58984450541928e-07	1.03342977355196e-07	3.12928895679219e-10	1.08172656924797e-07	1.17581633945784e-07	1.35836092261072e-05	1.26605861710175e-07	2.70120016685818e-07	2.2547930760475e-07
63001	6.58462767733641e-10	4.7550149037162e-13	9.45572009492918e-08	9.38059387369815e-08	0.000428598925918924	5.90610073856817e-05	5.97137612179606e-05	4.95953726496041e-05	9.68976925016457e-07	3.47847945896339e-09	1.44695471642418e-07	1.50899649374016e-07	8.18349960334593e-08	2.31655216823963e-10	1.11817705043788e-07	1.22187042460469e-07	1.26672044223833e-05	1.13605880207635e-07	2.6258450233042e-07	2.13756832684493e-07
