k	rt_srk	rt_esrk	rt_hb_double_inexact	rt_hb_opt_beta	rt_hb_beta_0.1	rt_hb_beta_0.2	rt_hb_beta_0.3	rt_hb_beta_0.4	rt_hb_beta_0.5	rt_hb_beta_0.6	res_srk	res_esrk	res_hb_double_inexact	res_hb_opt_beta	res_hb_beta_0.1	res_hb_beta_0.2	res_hb_beta_0.3	res_hb_beta_0.4	res_hb_beta_0.5	res_hb_beta_0.6
771	0.00896060199999998	0.019374298	0.013012674	0.015880131	0.01226349	0.010325373	0.00983731600000001	0.009305215	0.00940983	0.00944123500000001	0.387020204388274	0.202842482384809	0.203959995095308	0.20295983474127	0.352034030930923	0.317089218822705	0.277303689901952	0.235832779217354	0.198640798508905	0.284059806699907
781	0.00908956499999998	0.019612437	0.013254791	0.016179561	0.012476479	0.010499137	0.010117539	0.009508086	0.009562358	0.00959168000000001	0.383986370228329	0.202842482384809	0.203959853917167	0.202959834731305	0.35038380198447	0.316400569926001	0.277046622251332	0.235796542390355	0.198633915309881	0.281145155428565
791	0.00919514099999998	0.019646539	0.013438561	0.016338219	0.012626682	0.010642227	0.010257081	0.009649517	0.009700196	0.00973244400000001	0.303905548802355	0.182643065758564	0.18384022822907	0.181363572873962	0.254615710111236	0.209188165429607	0.178579971127788	0.156825567707884	0.156987658525479	0.251745739136095
801	0.00927548499999998	0.01985534	0.013566773	0.016450875	0.012747217	0.010759546	0.010360907	0.009751007	0.009800836	0.00983213400000001	0.302731825804729	0.182534852963523	0.183081352549937	0.181213839583203	0.252629490264228	0.201186779253443	0.16093350710079	0.146252585284205	0.158064742121921	0.250123850781253
811	0.00937918199999998	0.020102285	0.01376722	0.016594967	0.012927292	0.01091469	0.010497118	0.009889222	0.009930851	0.010129398	0.295280654004837	0.182534852963523	0.183081355951015	0.181166130947689	0.247025006194396	0.197988212170241	0.159487455322011	0.146130915879791	0.15816269860365	0.250008412407738
821	0.00965360899999997	0.020649412	0.014147093	0.01710554	0.013201495	0.0112232	0.010713975	0.010055562	0.010103673	0.010452458	0.295280654004837	0.182534852963523	0.183081355951015	0.181166130947689	0.247024952508337	0.197987658861341	0.159486213653323	0.146131468792531	0.158162795479728	0.250011432853487
831	0.00979729199999997	0.020690461	0.014340139	0.017205365	0.013361015	0.011358535	0.010836882	0.010185055	0.01026392	0.010589074	0.294689523540113	0.182516670302219	0.182869166347098	0.181166130947689	0.246946461331249	0.198391968782839	0.157076175496335	0.143292770382739	0.158162795574334	0.25001010306139
841	0.00986748799999997	0.020932141	0.014477862	0.01729563	0.013483593	0.011489617	0.010935803	0.010315568	0.010360721	0.010703917	0.294689523540113	0.181566216276358	0.181918798200984	0.180208554062396	0.246946461331251	0.198391968953332	0.157068833140086	0.143294531855169	0.158162795574427	0.250010150526355
851	0.00994231499999997	0.021028497	0.014610362	0.017488363	0.013595673	0.011599306	0.011036381	0.010416716	0.010460679	0.010805122	0.294599322603151	0.181566216276358	0.181917167954286	0.180208480188356	0.246909004696985	0.198382046649781	0.157067851480798	0.143294526196584	0.158162795574427	0.249969355890443
861	0.010007371	0.021049328	0.014725812	0.017591131	0.013696797	0.011696375	0.011132133	0.010511426	0.01055538	0.010911691	0.289096365409599	0.181566216276358	0.181917167954276	0.180208480188356	0.243539200708973	0.196519961537917	0.156174810722166	0.142524300324159	0.154796101106809	0.247721898076545
871	0.010074033	0.021119302	0.014831086	0.01765741	0.0138005	0.011793091	0.011227473	0.010607066	0.010649964	0.0110056	0.288678410605037	0.181566216276358	0.181917167954274	0.180208480188356	0.243385464304591	0.196505459586179	0.155434719085096	0.137301090631749	0.152590321088488	0.247855577834468
881	0.010141015	0.021139907	0.014936609	0.017748432	0.013921684	0.011889927	0.011323606	0.010701802	0.010745865	0.011101519	0.287412886940625	0.181566216276358	0.181917167954274	0.180208480188356	0.242819267544303	0.196285938025839	0.155395447290316	0.137295766436895	0.152589792205699	0.247862541151065
891	0.010204187	0.021202509	0.015035156	0.017811842	0.014018984	0.011982475	0.011418128	0.010791829	0.010835981	0.011191481	0.287199879349055	0.181517324655353	0.181615508520928	0.180208480188356	0.242741063740754	0.196266714130004	0.155393684517686	0.13729575855366	0.152589792205524	0.247863134813044
901	0.010274564	0.021326465	0.015158831	0.017882989	0.014127252	0.012110393	0.011570886	0.010886087	0.010928572	0.011314104	0.282414318761603	0.181517324655353	0.181616568879914	0.180208480188356	0.240785003066634	0.195608864144084	0.155289190505494	0.137275585028482	0.152589792205525	0.247728198494628
911	0.010385382	0.021747107	0.015473927	0.018043694	0.014471903	0.012330911	0.011706871	0.011014347	0.011052692	0.01144782	0.279517776357941	0.181517324655353	0.181616574958189	0.180208480188356	0.239232615850591	0.195253343683309	0.155254166372138	0.137275770427555	0.152589792205525	0.247722002490235
921	0.010750154	0.021986839	0.015749138	0.018305072	0.014787881	0.01250788	0.011913017	0.011188145	0.011265206	0.011652441	0.278656526498178	0.181517324655353	0.181616574958189	0.180208480188356	0.238976558501205	0.195197087644641	0.155250695910173	0.13727576037215	0.152589792205525	0.247721985274186
931	0.010843796	0.022119015	0.015901177	0.018375447	0.014908489	0.012605939	0.012022545	0.011317167	0.011372832	0.011750909	0.274760893628504	0.0979223650603073	0.0985752521556818	0.0993473722907015	0.236169088233086	0.193963743572661	0.153220616176941	0.119621889286927	0.0908246476843662	0.139844923961747
941	0.010985491	0.0222732420000001	0.016129242	0.019033231	0.015104288	0.012805702	0.012305562	0.011460191	0.011497431	0.01187394	0.274726686830418	0.097895562910849	0.0979448203695828	0.0978956256934001	0.235948422802152	0.19099217259333	0.150560908268868	0.116143707427532	0.0904994903281492	0.139842785145754
