k	rt_srk	rt_esrk	rt_hb_double_inexact	rt_hb_opt_beta	rt_hb_beta_0.1	rt_hb_beta_0.2	rt_hb_beta_0.3	rt_hb_beta_0.4	rt_hb_beta_0.5	rt_hb_beta_0.6	res_srk	res_esrk	res_hb_double_inexact	res_hb_opt_beta	res_hb_beta_0.1	res_hb_beta_0.2	res_hb_beta_0.3	res_hb_beta_0.4	res_hb_beta_0.5	res_hb_beta_0.6
1	0	0	0	0	0	0	0	0	0	0	0.216963286328512	0.0634042587324511	0.066344426971351	0.0856969116340116	0.198876621064956	0.181233226167838	0.162671898396962	0.130395750801515	0.104582300647401	0.0842319038651029
3781	0.040416088	0.229854777	0.05549349	0.341671054	0.0589229489999999	0.0514195200000001	0.0493675599999999	0.0482088039999998	0.0480654520000001	0.048546081	0.0939958494731029	0.0279971901089461	0.0305942316836058	0.0375398165345879	0.0848394046956648	0.0751917794077869	0.0632089552043336	0.0527573731062693	0.0445221379153858	0.0371144936588334
7561	0.076907576	0.418354665999998	0.104281264	0.639479988	0.111568348	0.0980490630000003	0.0935719950000001	0.0926207119999994	0.0916172120000002	0.0923924669999997	0.0614625451201414	0.0216510944598459	0.0217031152276647	0.0240042537624348	0.0538436773259646	0.0465347940766149	0.0408191518353467	0.0356860839406087	0.0308219782347351	0.0253945178993719
11341	0.114034907	0.614718220999998	0.156458098	0.945913336	0.166186233999999	0.146662516000001	0.139476289	0.138515696999999	0.137588868	0.137598309	0.04121161206175	0.0130081360189516	0.013741137618179	0.0166912404758993	0.0374504679273286	0.0340481477947691	0.0310455319489061	0.0263320317714097	0.0228374887446459	0.0180509600441459
15121	0.149733007999999	0.79723261	0.204763341000001	1.239961565	0.218433120999999	0.192626587000001	0.182833327999999	0.181851619999998	0.180770876999999	0.180406453	0.0333379692855622	0.0101477492221649	0.0111860389068905	0.0116457995671117	0.0311772770998432	0.0272694346648664	0.0240666619083972	0.0216354025984821	0.0168692677055085	0.0131724064306424
18901	0.184063007999999	0.976589022999997	0.252648893000002	1.534992012	0.270008017	0.238235557000001	0.226428987999999	0.225516454999998	0.224088512	0.223464634	0.0282204041485229	0.00907669853646654	0.00847985131558429	0.0106214474076368	0.0251991757443293	0.0230171955436881	0.0205329150358768	0.0157639652037713	0.0128865819647319	0.0108487205119965
22681	0.218741484	1.15298396399999	0.299928203	1.82365922999999	0.321563968999999	0.283743004	0.270344111999998	0.269202316999999	0.267724991	0.266836149	0.0232376402303091	0.00675768229742079	0.00731869938172144	0.0080955122113359	0.0216411683885046	0.0198074770198345	0.014961814307703	0.0123812966515086	0.0106078523890034	0.00888443958661304
26461	0.251033454	1.31804943999999	0.344359446	2.104084669	0.370261492	0.327332903000001	0.312208097999999	0.310969531999996	0.309524747	0.308320516999999	0.0207753174153802	0.00583755787358587	0.00637358785532291	0.00709115186607265	0.0187143109897879	0.0152114177537886	0.012416914311164	0.0107076705106424	0.00918828481464236	0.00788452514897049
30241	0.283169230000002	1.48357729899999	0.389126228999999	2.380062679	0.419678185999998	0.371063546	0.353786232999998	0.352468240999995	0.351127182	0.349882672999998	0.018748531507023	0.00513878040338032	0.00532211080277573	0.00604962633481033	0.0148604123033013	0.0124692325852991	0.0107331156042813	0.00918776297773891	0.00796197689989775	0.00609951113740382
34021	0.315249796000003	1.64976058699999	0.433743747999998	2.65677451300001	0.468460013999999	0.414725695000001	0.396118000999998	0.394538124999996	0.392871661	0.391627113999998	0.0147166996409236	0.00493043214679206	0.00507891042143383	0.00534359421194102	0.0127180777104997	0.0112757753892496	0.00978351546667977	0.00868686410283043	0.00752177767655443	0.00569514196015108
